X,Y,OBJECTID,stop_UID,stop_agency,stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place
6273690.64376797,1884751.23015381,732,MTS_11200,MTS,11200,Clairemont Mesa Bl & Diane Av,32.83463213,-117.18753004,11200,0,,1,F-W/B,
6274179.64443038,1878712.23074889,733,MTS_11202,MTS,11202,Balboa Av & Mt Everest Bl,32.81804721,-117.18576172,11202,0,,1,F-W/B,
6275081.64393872,1884721.23021381,734,MTS_11208,MTS,11208,Clairemont Mesa Bl & Longford St,32.83458398,-117.18300095,11208,0,,1,F-W/B,
6275207.64401481,1879166.23082514,735,MTS_11209,MTS,11209,Balboa Av & Genesee Av,32.81932025,-117.18242905,11209,0,,1,F-W/B,balgen
6275111.64289448,1900199.22845723,736,MTS_11210,MTS,11210,Miramar Rd & Miramar Mall,32.87712292,-117.18335434,11210,0,,1,F-W/B,mirmal
6276251.64356722,1884701.23058189,737,MTS_11212,MTS,11212,Clairemont Mesa Bl & Limerick Av,32.83455772,-117.17919159,11212,0,,1,F-W/B,
6276393.64525172,1854608.23400947,738,MTS_11213,MTS,11213,Lewis St & Palmetto Wy,32.75185651,-117.17785752,11213,0,,0,F-W/B,lewste
6276440.64286114,1900419.2283453,739,MTS_11214,MTS,11214,Miramar Rd & Miramar Pl,32.87776017,-117.17903225,11214,0,,1,F-W/B,
6276994.64404972,1879572.2309974,740,MTS_11216,MTS,11216,Balboa Av & Mt Abernathy Av,32.82047985,-117.17662446,11216,0,,1,F-W/B,
6277483.64504021,1854610.23400548,741,MTS_11217,MTS,11217,Lewis St & Jackdaw St,32.75188861,-117.17431256,11217,0,,0,F-W/B,
6278305.64503664,1853899.23411514,742,MTS_11221,MTS,11221,Washington St & Goldfinch St,32.74995457,-117.17161872,11221,0,,1,F-W/B,
6278235.64255197,1900533.22877347,743,MTS_11223,MTS,11223,Miramar Rd & Camino Santa Fe,32.87811729,-117.17318928,11223,0,,1,F-W/B,
6278397.64354031,1879545.2310514,744,MTS_11224,MTS,11224,Balboa Av & Cannington Dr,32.82043983,-117.17205713,11224,0,,1,F-W/B,
6279075.64480896,1858151.23381323,745,MTS_11225,MTS,11225,Fashion Valley Rd & Hotel Circle N,32.76165904,-117.16923641,11225,0,,1,F-N/B,
6279612.64242263,1900573.22869347,746,MTS_11227,MTS,11227,Miramar Rd & Commerce Av,32.87826065,-117.16870557,11227,0,,1,F-W/B,
6280040.64419131,1869182.23242047,747,MTS_11230,MTS,11230,Genesee Av & Linda Vista Rd,32.79199895,-117.16641295,11230,0,,1,F-N/B,genlvN
6280633.64202106,1900764.22896765,748,MTS_11233,MTS,11233,Miramar Rd & Production Av,32.87881026,-117.16538565,11233,0,,1,F-W/B,
6280962.64464389,1853901.23411115,749,MTS_11236,MTS,11236,Washington St & 3rd Av,32.75002431,-117.16297756,11236,0,,1,F-W/B,
6280980.64395171,1868961.23253439,750,MTS_11238,MTS,11238,Genesee Av & Richland St,32.79141424,-117.16334808,11238,0,,1,M-Street-W/B,
6281301.64462206,1853274.2343809,751,MTS_11240,MTS,11240,University Av & 4th Av,32.74830927,-117.16185721,11240,0,,1,F-W/B,
6281425.64207748,1900917.22898972,752,MTS_11241,MTS,11241,Miramar Rd & Distribution Av,32.87924983,-117.16281046,11241,0,,1,F-W/B,
6281607.64433813,1859906.23358406,753,MTS_11242,MTS,11242,Camino De La Reina & Camino De La Siesta,32.7665434,-117.16105051,11242,0,,1,M-Street-W/B,
6281512.64452814,1853903.23443523,754,MTS_11243,MTS,11243,Washington St & 5th Av,32.75004303,-117.16118888,11243,0,,1,F-W/B,
6281754.64338797,1874930.23175123,755,MTS_11244,MTS,11244,Beagle St & Argyle St,32.8078375,-117.16099935,11244,0,,1,F-W/B,
6281884.64444031,1853321.23461498,756,MTS_11245,MTS,11245,University Av & 6th Av,32.74845244,-117.15996252,11245,0,,1,F-W/B,uni5th
6282276.64267205,1884031.23093764,757,MTS_11247,MTS,11247,Clairemont Mesa Bl & Ruffner St,32.83286237,-117.15955894,11247,0,,1,F-W/B,
6282216.64410439,1860000.23372415,758,MTS_11248,MTS,11248,Camino De La Reina & Camino Del Arroyo,32.76681635,-117.15907219,11248,0,,0,F-W/B,
6282517.64415856,1863167.23329565,759,MTS_11250,MTS,11250,Murray Canyon Rd & Mission Heights Rd,32.77552745,-117.15818281,11250,0,,1,F-W/B,
6283366.64180438,1901906.22898023,760,MTS_11251,MTS,11251,Miramar Rd & Carroll Rd,32.88201445,-117.15651658,11251,0,,1,F-W/B,
6283442.64296472,1880046.23136173,761,MTS_11252,MTS,11252,Balboa Av & Convoy St,32.82193826,-117.15565057,11252,0,,1,F-W/B,cnbalW
6283607.64361897,1870241.23227097,762,MTS_11253,MTS,11253,Vista Hill Av & Meadowlark Dr,32.79499503,-117.15483654,11253,0,,1,F-W/B,
6283784.64424922,1853367.23452298,763,MTS_11254,MTS,11254,University Av & Vermont St,32.74862428,-117.15378465,11254,0,,1,F-W/B,
6284039.64275497,1884030.23093964,764,MTS_11255,MTS,11255,Clairemont Mesa Bl & Convoy St,32.83290176,-117.1538198,11255,0,,1,F-W/B,clacnW
6284154.64514963,1839913.23616856,765,MTS_11256,MTS,11256,Market St & 14th St,32.71165737,-117.15220272,11256,0,,1,F-W/B,
6284664.6408488,1912801.22753139,766,MTS_11257,MTS,11257,Mira Mesa Bl & Montongo St,32.91198819,-117.15259603,11257,0,,1,F-W/B,
6284887.64532405,1837983.23641965,767,MTS_11258,MTS,11258,Imperial Av & 16th St,32.70637054,-117.14976572,11258,0,,1,F-W/B,imp16
6285424.64228155,1884036.23092765,768,MTS_11260,MTS,11260,Clairemont Mesa Bl & Mercury St,32.83295116,-117.14931136,11260,0,,1,F-W/B,
6285544.64171347,1903370.2286769,769,MTS_11261,MTS,11261,Miramar Rd & AleSmith Ct,32.88608981,-117.14946368,11261,0,,1,F-W/B,
6285986.64509456,1836709.23667106,770,MTS_11262,MTS,11262,Logan Av & Beardsley St,32.70289521,-117.14615766,11262,0,,1,F-W/B,
6286035.64499655,1839894.23620656,771,MTS_11263,MTS,11263,Market St & 20th St,32.71164973,-117.14608737,11263,0,,1,F-W/B,
6286612.6448268,1839889.23654464,772,MTS_11264,MTS,11264,Market St & 22nd St,32.7116496,-117.14421149,11264,0,,1,F-W/B,
6286657.64145596,1904122.22848523,773,MTS_11265,MTS,11265,Miramar Rd & Dowdy Dr,32.88818288,-117.14585937,11265,0,,1,F-W/B,
6286827.64406872,1858412.2339474,774,MTS_11266,MTS,11266,Adams Av & Florida St,32.76256161,-117.1440289,11266,0,,1,F-W/B,
6286868.64234631,1884037.23092565,775,MTS_11269,MTS,11269,Clairemont Mesa Bl & Kearny Mesa Rd,32.83298805,-117.14461071,11269,0,,1,F-W/B,
6287141.6437688,1855819.23454022,776,MTS_11270,MTS,11270,El Cajon Bl & Alabama St,32.75544263,-117.14293531,11270,0,,1,F-W/B,
6287983.64372522,1858543.23401348,777,MTS_11271,MTS,11271,Adams Av & Panorama Dr (E),32.76294882,-117.14027239,11271,0,,0,F-W/B,
6286783.64087589,1913100.22791764,778,MTS_11272,MTS,11272,Mira Mesa Bl & Camino Ruiz,32.91286015,-117.14570018,11272,0,,1,F-W/B,mircr1
6287494.6410943,1904688.22866556,779,MTS_11274,MTS,11274,Miramar Rd & Cabot Dr,32.88975815,-117.14314876,11274,0,,1,F-W/B,
6287669.6446813,1839902.23619056,780,MTS_11275,MTS,11275,Market St & 25th St,32.7117102,-117.14077572,11275,0,,1,F-W/B,
6287906.64355114,1861844.23364507,781,MTS_11276,MTS,11276,Camino De La Reina & Qualcomm Wy,32.77201919,-117.14061457,11276,0,,1,F-W/B,
6288041.64492156,1834998.23681223,782,MTS_11277,MTS,11277,Logan Av & Sampson St,32.69824122,-117.13943041,11277,0,,1,F-W/B,
6288037.64296106,1875612.23202765,783,MTS_11278,MTS,11278,Aero Dr & John J Montgomery Dr,32.80986103,-117.14057098,11278,0,,1,F-W/B,
6288314.64503172,1833282.23696339,784,MTS_11279,MTS,11279,Main St & 26th St,32.69353152,-117.13849554,11279,0,,1,F-N/B,
6288406.64451964,1841804.23599547,785,MTS_11280,MTS,11280,C St & 26th St,32.71695476,-117.13843254,11280,0,,1,F-W/B,
6288869.64064088,1913136.22751756,786,MTS_11282,MTS,11282,Mira Mesa Bl & New Salem St,32.91300816,-117.13890442,11282,0,,1,F-W/B,
6289099.64510214,1834183.23680182,787,MTS_11284,MTS,11284,National Av & 27th St,32.69602611,-117.13596904,11284,0,,1,F-W/B,
6289849.6422898,1880004.23177381,788,MTS_11286,MTS,11286,Balboa Av & 9020,32.82197402,-117.13479519,11286,0,,1,M-Street-W/B,
6289603.64278181,1872994.23267047,789,MTS_11287,MTS,11287,Gramercy Dr & Mobley St,32.8027026,-117.13540214,11287,0,,1,F-W/B,
6289733.64416222,1841803.23632556,790,MTS_11288,MTS,11288,C St & 28th St,32.71698302,-117.13411839,11288,0,,1,F-W/B,
6289727.64056531,1913135.22784765,791,MTS_11289,MTS,11289,Mira Mesa Bl & Westonhill Dr,32.91302548,-117.13610878,11289,0,,1,F-W/B,
6290249.64345831,1855806.23456623,792,MTS_11290,MTS,11290,El Cajon Bl & Utah St,32.75547964,-117.13282632,11290,0,,1,F-W/B,
6290232.64316422,1858534.23435956,793,MTS_11291,MTS,11291,Adams Av & Utah St,32.76297665,-117.13295675,11291,0,,1,F-W/B,
6290170.64099164,1906155.22868431,794,MTS_11292,MTS,11292,Miramar Rd & Camino Ruiz,32.89385262,-117.13447243,11292,0,,1,F-W/B,cammir
6290611.64010964,1913388.22799781,795,MTS_11294,MTS,11294,Mira Mesa Bl & Greenford Dr,32.91374142,-117.13323544,11294,0,,1,F-W/B,
6290933.64209031,1883496.23135148,796,MTS_11295,MTS,11295,Clairemont Mesa Bl & Overland Av,32.83159636,-117.13136294,11295,0,,1,F-W/B,
6290956.64335664,1855805.23456822,797,MTS_11296,MTS,11296,El Cajon Bl & 30th St,32.75549333,-117.1305268,11296,0,,1,F-W/B,elc30
6290962.64301655,1858530.23436756,798,MTS_11297,MTS,11297,Adams Av & 30th St,32.76298262,-117.13058214,11297,0,,1,F-W/B,30ada
6290937.64339463,1853284.23501706,799,MTS_11298,MTS,11298,University Av & 30th St,32.74856439,-117.13051935,11298,0,,1,F-W/B,uni30t
6291053.64447497,1834166.23749198,800,MTS_11299,MTS,11299,National Av & 30th St,32.69602485,-117.12961755,11299,0,,1,F-W/B,
6291112.64402889,1843391.23610231,801,MTS_11300,MTS,11300,Beech St & Fern St,32.72137939,-117.12967876,11300,0,,1,F-W/B,
6291695.64351906,1853284.23501706,802,MTS_11301,MTS,11301,University Av & Illinois St,32.74858196,-117.12805418,11301,0,,1,F-W/B,
6291547.64020614,1914237.22761214,803,MTS_11302,MTS,11302,Mira Mesa Bl & Westmore Rd,32.91609649,-117.13020902,11302,0,,1,F-W/B,
6291727.64345506,1855800.23457822,804,MTS_11303,MTS,11303,El Cajon Bl & Illinois St,32.75549745,-117.12801902,11303,0,,1,F-W/B,
6291706.64415322,1839895.23686072,805,MTS_11304,MTS,11304,Market St & 31st St,32.71178505,-117.12765187,11304,0,,1,F-W/B,
6291582.64177655,1880163.23211198,806,MTS_11307,MTS,11307,Balboa Av & Ruffin Rd,32.82245129,-117.12915878,11307,0,,1,F-W/B,balruf
6292259.64468764,1832981.2375654,807,MTS_11308,MTS,11308,Main St & 32nd St,32.69279601,-117.12566538,11308,0,,1,F-W/B,main32
6292259.64435956,1834167.23716189,808,MTS_11309,MTS,11309,National Av & 32nd St,32.6960555,-117.12569776,11309,0,,1,F-W/B,nat32
6292346.64418556,1836068.23696882,809,MTS_11310,MTS,11310,Ocean View Bl & 32nd St,32.70128205,-117.12546687,11310,0,,0,F-W/B,
6292300.64427756,1837976.23676173,810,MTS_11311,MTS,11311,Imperial Av & 32nd St,32.70652477,-117.12566848,11311,0,,1,F-W/B,imp32
6292851.64350364,1853274.23536514,811,MTS_11315,MTS,11315,University Av & Bancroft St,32.74858117,-117.12429436,11315,0,,1,F-W/B,
6292977.64423589,1834168.23748797,812,MTS_11316,MTS,11316,National Av & 33rd St,32.6960748,-117.12336409,11316,0,,1,F-W/B,
6293187.64414397,1839926.23647064,813,MTS_11317,MTS,11317,Market St & 33rd St,32.71190442,-117.12283821,11317,0,,0,N-W/B,
6293138.64424197,1836072.23696081,814,MTS_11319,MTS,11319,Ocean View Bl & 33rd St,32.70131129,-117.12289261,11319,0,,0,F-W/B,
6292913.64009881,1914671.22805648,815,MTS_11320,MTS,11320,Mira Mesa Bl & Black Mountain Rd,32.91732087,-117.12576992,11320,0,,1,F-W/B,mirblW
6293508.64153346,1883713.23157364,816,MTS_11321,MTS,11321,Clairemont Mesa Bl & Chesapeake Dr,32.83225229,-117.12298653,11321,0,,1,F-W/B,
6294142.64420247,1837819.23674764,817,MTS_11323,MTS,11323,Imperial Av & Francis St,32.70613565,-117.11967651,11323,0,,2,N-W/B,
6294277.64426056,1836084.2372649,818,MTS_11324,MTS,11324,Ocean View Bl & 35th St,32.70137042,-117.11919066,11324,0,,0,F-W/B,
6294966.64255448,1858655.23477373,819,MTS_11327,MTS,11327,Adams Av & 35th St,32.76341841,-117.11756156,11327,0,,1,F-W/B,
6294889.64303656,1855736.23503432,820,MTS_11329,MTS,11329,El Cajon Bl & 35th St,32.75539432,-117.117733,11329,0,,1,N-W/B,
6295439.64324889,1853707.23515531,821,MTS_11331,MTS,11331,University Av & 36th St,32.74983055,-117.11588935,11331,0,,1,F-W/B,
6295387.64269672,1855728.23472223,822,MTS_11333,MTS,11333,El Cajon Bl & 36th St,32.75538371,-117.11611306,11333,0,,1,F-W/B,
6294701.64275639,1855741.23502432,823,MTS_11334,MTS,11334,El Cajon Bl & 35th St,32.75540376,-117.1183446,11334,0,,0,F-W/B,
6295938.64257897,1858641.23447365,824,MTS_11335,MTS,11335,Adams Av & Cherokee Av,32.76340212,-117.11439951,11335,0,,1,F-W/B,
6296197.64304522,1853684.23520131,825,MTS_11336,MTS,11336,University Av & 37th St,32.74978461,-117.11342352,11336,0,,1,F-W/B,
6296261.64422955,1834160.23750398,826,MTS_11337,MTS,11337,National Av & 38th St,32.69612796,-117.11268999,11337,0,,1,F-W/B,
6296348.64372747,1839795.23706073,827,MTS_11338,MTS,11338,Market St & Gateway Center Wy,32.71161669,-117.11255874,11338,0,,1,F-W/B,
6296699.63876039,1930461.22600397,828,MTS_11339,MTS,11339,Carmel Mountain Rd & Paseo Cardiel,32.96080348,-117.11385973,11339,0,,1,F-S/B,cmrpas
6296920.64258347,1858626.23483172,829,MTS_11342,MTS,11342,Adams Av & 39th St,32.76338323,-117.1112049,11342,0,,1,F-W/B,ada39W
6296857.64270946,1855703.23510031,830,MTS_11344,MTS,11344,El Cajon Bl & 38th St,32.75534847,-117.11133128,11344,0,,1,N-W/B,
6297495.6388088,1930504.22624606,831,MTS_11345,MTS,11345,Carmel Mountain Rd & Freeport Rd,32.96093975,-117.11126588,11345,0,,1,F-W/B,cmrfre
6297581.64355806,1836065.2373029,832,MTS_11346,MTS,11346,Ocean View Bl & 40th St,32.70139344,-117.10845061,11346,0,,0,F-W/B,
6297843.63876897,1928952.22639731,833,MTS_11348,MTS,11348,Rancho Penasquitos Bl & Calle De Las Rosas,32.95668227,-117.11008964,11348,0,,1,F-W/B,
6298318.6430683,1847912.23591857,834,MTS_11350,MTS,11350,Poplar St & Tuberose St,32.7339694,-117.1063713,11350,0,,1,F-W/B,
6298380.64228813,1855677.2351523,835,MTS_11351,MTS,11351,El Cajon Bl & Marlborough Av,32.75531149,-117.10637709,11351,0,,1,F-W/B,
6298829.64335863,1835769.23756681,836,MTS_11353,MTS,11353,Ocean View Bl & San Miguel Av,32.70060811,-117.10438614,11353,0,,0,F-W/B,
6298994.64237247,1858585.23491372,837,MTS_11354,MTS,11354,Adams Av & Biona Dr,32.76331745,-117.10445759,11354,0,,1,F-W/B,adabio
6299046.64226846,1855667.23517232,838,MTS_11355,MTS,11355,El Cajon Bl & Copeland Av,32.75529902,-117.10421068,11355,0,,1,F-W/B,
6299239.63991398,1907807.22898923,839,MTS_11356,MTS,11356,Willow Creek Rd & Aviary Dr,32.89860074,-117.10497356,11356,0,,1,F-W/B,
6299587.64381114,1827309.23841073,840,MTS_11358,MTS,11358,8th St & E Av,32.67737441,-117.10169767,11358,0,,1,N-W/B,
6299472.64272881,1849065.23590915,841,MTS_11361,MTS,11361,Poplar St & Columbine St,32.7371642,-117.10264953,11361,0,,1,F-W/B,
6300482.64234921,1855625.23492822,842,MTS_11364,MTS,11364,El Cajon Bl & Highland Av,32.75521584,-117.09953904,11364,0,,1,F-W/B,
6300652.64332156,1835744.23761681,843,MTS_11365,MTS,11365,Ocean View Bl & 45th St,32.70058032,-117.09845992,11365,0,,0,F-W/B,
6299622.64341305,1837102.2371974,844,MTS_11367,MTS,11367,Imperial Av & Greenwood Cemetery,32.70428945,-117.10184394,11367,0,,1,F-W/B,
6300929.64309564,1839737.23717673,845,MTS_11368,MTS,11368,Market St & 45th St,32.71156054,-117.09766507,11368,0,,0,N-W/B,
6301175.64227556,1855711.23508431,846,MTS_11369,MTS,11369,El Cajon Bl & Chamoune Av,32.75546769,-117.09728736,11369,0,,1,F-W/B,
6301363.64353997,1834407.23766614,847,MTS_11370,MTS,11370,Logan Av & 46th St,32.69692169,-117.09611359,11370,0,,1,F-W/B,
6301953.64334422,1834401.23767814,848,MTS_11371,MTS,11371,Logan Av & 47th St,32.69691835,-117.09419575,11371,0,,1,F-W/B,47log
6303307.6429328,1837067.23759548,849,MTS_11375,MTS,11375,Imperial Av & 49th St,32.70427542,-117.08986464,11375,0,,1,F-W/B,
6303668.64122656,1869353.23371889,850,MTS_11376,MTS,11376,Zion Av & Clara Lee Av,32.79301573,-117.08953623,11376,0,,1,M-Street-W/B,
6304004.64186689,1856147.23552464,851,MTS_11377,MTS,11377,El Cajon Bl & Winona Av,32.7567288,-117.08809752,11377,0,,1,F-W/B,
6304027.64116472,1869337.23375089,852,MTS_11379,MTS,11379,Zion Av & Estrella Av,32.7929797,-117.08836767,11379,0,,1,F-W/B,
6304078.64204697,1853564.23576939,853,MTS_11380,MTS,11380,University Av & Winona Av,32.74963152,-117.08778933,11380,0,,1,N-W/B,
6304274.6429673,1834378.23805223,854,MTS_11382,MTS,11382,Logan Av & Euclid Av,32.69690655,-117.08665118,11382,0,,1,F-W/B,logeuc
6305474.64253581,1843354.23716056,855,MTS_11384,MTS,11384,Federal Bl & Pentecost Wy,32.72160189,-117.0829839,11384,0,,0,F-W/B,
6305602.64392021,1815369.24030915,856,MTS_11385,MTS,11385,E St & 3rd Av,32.644693,-117.08184183,11385,0,,1,F-W/B,e3rd
6305832.64280406,1834757.2379504,857,MTS_11386,MTS,11386,Olvera Av & Gwen St,32.69798242,-117.08159703,11386,0,,1,F-W/B,
6306113.64092971,1869309.23413497,858,MTS_11388,MTS,11388,Zion Av & Glenroy St,32.79294865,-117.08157941,11388,0,,1,N-W/B,
6306482.64150405,1856542.23539081,859,MTS_11389,MTS,11389,El Cajon Bl & 54th St,32.75786887,-117.08004801,11389,0,,1,F-W/B,elc54
6306602.64126405,1861442.23477714,860,MTS_11390,MTS,11390,Montezuma Rd & 54th St,32.77133829,-117.07978455,11390,0,,1,F-W/B,
6306280.64256422,1834966.23818856,861,MTS_11391,MTS,11391,Olvera Av & Santa Isabel Dr,32.69856663,-117.08014628,11391,0,,1,M-Street-W/B,
6307242.64228064,1845519.23676756,862,MTS_11393,MTS,11393,Grape St & 55th St,32.72759069,-117.07729159,11393,0,,0,F-W/B,
6307571.64129455,1861263.23480706,863,MTS_11395,MTS,11395,Montezuma Rd & 55th St,32.77086749,-117.07662772,11395,0,,1,F-W/B,
6307761.64058647,1870846.23368564,864,MTS_11396,MTS,11396,Waring Rd & Princess View Dr,32.79720884,-117.07625668,11396,0,,1,F-S/B,
6307807.64246297,1835276.23822473,865,MTS_11397,MTS,11397,Olvera Av & Las Flores Ter,32.69945193,-117.07519094,11397,0,,1,F-W/B,
6308039.6413428,1852934.23571706,866,MTS_11398,MTS,11398,University Av & Chollas Pkwy,32.74798687,-117.07489093,11398,0,,1,M-Street-W/B,
6308013.64139481,1856775.23525289,867,MTS_11399,MTS,11399,El Cajon Bl & 56th St,32.75854263,-117.07507434,11399,0,,1,F-W/B,
6308647.64045489,1871140.23375382,868,MTS_11402,MTS,11402,Waring Rd & Birchwood St,32.79803611,-117.07338118,11402,0,,1,F-W/B,
6308632.64146914,1853260.23604931,869,MTS_11403,MTS,11403,University Av & 58th St,32.74889571,-117.07297075,11403,0,,1,F-W/B,
6308936.6415173,1851244.2364724,870,MTS_11405,MTS,11405,Streamview Dr & Michael St,32.74336167,-117.07193039,11405,0,,2,F-W/B,
6308995.64139931,1856989.23548105,871,MTS_11406,MTS,11406,El Cajon Bl & Alice St,32.75915208,-117.07188579,11406,0,,1,F-W/B,
6308991.64239155,1838798.23741432,872,MTS_11407,MTS,11407,Imperial Av & Merlin Dr,32.70915722,-117.07143265,11407,0,,0,F-W/B,
6309243.64254372,1836030.23802906,873,MTS_11408,MTS,11408,Skyline Dr & Radio Dr,32.70155531,-117.07054264,11408,0,,1,N-W/B,
6309410.6405693,1870666.23404564,874,MTS_11409,MTS,11409,Waring Rd & Eldridge St,32.79674994,-117.0708862,11409,0,,1,F-W/B,
6309986.64204197,1838886.23789448,875,MTS_11410,MTS,11410,Imperial Av & 60th St,32.70942057,-117.06820038,11410,0,,1,F-W/B,
6310024.64196597,1836021.23804706,876,MTS_11411,MTS,11411,Skyline Dr & Ozzie Way,32.70154744,-117.06800378,11411,0,,1,F-W/B,
6310314.64105789,1857729.23564148,877,MTS_11412,MTS,11412,El Cajon Bl & College Av,32.76121435,-117.06761447,11412,0,,1,F-W/B,elcco1
6310396.64122197,1854428.2360099,878,MTS_11413,MTS,11413,University Av & 60th St,32.75214389,-117.06726359,11413,0,,1,F-W/B,
6311263.6447373,1789588.2436429,879,MTS_11414,MTS,11414,Del Sol Bl & Ocean Bluffs,32.5739615,-117.06279984,11414,0,,1,M-Street-W/B,
6311325.64133248,1851618.23605248,880,MTS_11415,MTS,11415,Streamview Dr & Glade St,32.74444106,-117.06417079,11415,0,,0,F-W/B,
6311205.64190055,1839054.23755848,881,MTS_11416,MTS,11416,Imperial Av & 62nd St,32.70990852,-117.06424195,11416,0,,1,F-W/B,imp62
6311490.64231481,1835993.23810306,882,MTS_11417,MTS,11417,Skyline Dr & O'Meara St,32.70150201,-117.06323786,11417,0,,1,F-W/B,
6311491.64100046,1858551.23563789,883,MTS_11418,MTS,11418,El Cajon Bl & 63rd St,32.76349878,-117.06380693,11418,0,,1,F-W/B,
6311701.6359873,1951737.22446239,884,MTS_11420,MTS,11420,Rancho Bernardo Rd & Bernardo Oaks Dr,33.01960854,-117.06549464,11420,0,,2,F-W/B,
6310010.64494672,1789589.2436409,885,MTS_11421,MTS,11421,Del Sol Bl & Beyer Bl,32.57393734,-117.06686683,11421,0,,0,,
6312441.63581964,1951443.22439423,886,MTS_11422,MTS,11422,Rancho Bernardo Rd & Meandro Dr,33.01881642,-117.06307309,11422,0,,0,F-W/B,pomran
6312629.64200531,1835957.23817506,887,MTS_11423,MTS,11423,Skyline Dr & Detroit Pl,32.70142743,-117.05953465,11423,0,,1,F-W/B,
6312917.64077313,1851917.23611064,888,MTS_11425,MTS,11425,Streamview Dr & College Av,32.74529687,-117.05900104,11425,0,,0,F-W/B,
6313038.64085922,1855335.23583631,889,MTS_11427,MTS,11427,University Av & Rolando Bl,32.75469324,-117.05869375,11427,0,,1,F-W/B,
6313792.6416478,1839409.23783273,890,MTS_11429,MTS,11429,Imperial Av & 66th St,32.71093941,-117.05584106,11429,0,,1,M-Street-W/B,
6314654.64156422,1836119.23817915,891,MTS_11432,MTS,11432,Skyline Dr & Rio Lindo Dr,32.70191569,-117.05295648,11432,0,,1,F-W/B,
6315725.6397503,1872464.23405856,892,MTS_11433,MTS,11433,Navajo Rd & Park Ridge Bl,32.80182637,-117.05038209,11433,0,,1,F-W/B,
6315718.6417328,1836418.23823731,893,MTS_11434,MTS,11434,Skyline Dr & 69th St,32.70275991,-117.0495054,11434,0,,1,F-W/B,
6315879.64075464,1855541.23608048,894,MTS_11435,MTS,11435,University Av & 68th St,32.75531961,-117.04945868,11435,0,,1,M-Street-W/B,uni69w
6317251.64129147,1836492.23841739,895,MTS_11437,MTS,11437,Skyline Dr & Tuther Way,32.7029955,-117.04452416,11437,0,,1,F-W/B,
6316520.64012881,1860457.23543482,896,MTS_11438,MTS,11438,El Cajon Bl & 70th St,32.7688439,-117.04749615,11438,0,,1,F-W/B,elc70
6316911.63967489,1873182.23393489,897,MTS_11439,MTS,11439,Navajo Rd & Jackson Dr,32.80382464,-117.04654047,11439,0,,1,F-W/B,navjac
6317652.64016138,1855461.23624048,898,MTS_11440,MTS,11440,University Av & Massachusetts Av,32.75513697,-117.04369007,11440,0,,1,M-Street-W/B,
6317717.64068756,1850932.23644023,899,MTS_11441,MTS,11441,Broadway & Massachusetts Av,32.74269114,-117.04336657,11441,0,,1,F-W/B,
6318585.63993581,1860478.23572089,900,MTS_11445,MTS,11445,El Cajon Bl & 73rd St,32.76894484,-117.04077927,11445,0,,1,F-W/B,elc73
6318778.63987789,1864338.23521873,901,MTS_11446,MTS,11446,Lake Murray Bl & Kiowa Dr,32.77955743,-117.04024662,11446,0,,1,F-S/B,
6318638.64015789,1855733.23602456,902,MTS_11447,MTS,11447,University Av & Yale Av,32.7559051,-117.04048984,11447,0,,1,F-W/B,
6318855.63906772,1872341.23430456,903,MTS_11448,MTS,11448,Jackson Dr & Golfcrest Dr,32.80155394,-117.04019344,11448,0,,2,F-W/B,
6319321.63944805,1864393.23510873,904,MTS_11450,MTS,11450,Lake Murray Bl & Maryland Av,32.77971988,-117.03848139,11450,0,,1,F-S/B,
6319381.64064039,1839881.23820107,905,MTS_11452,MTS,11452,Jamacha Rd & Joanna Dr,32.712354,-117.03768372,11452,0,,2,N-W/B,
6320761.64050506,1840914.23777547,906,MTS_11455,MTS,11455,Jamacha Rd & Lincoln Pl,32.7152216,-117.03322272,11455,0,,0,F-W/B,
6321077.63954496,1864565.2350928,907,MTS_11456,MTS,11456,Baltimore Dr & Lake Murray Bl,32.78022896,-117.03277266,11456,0,,1,F-E/B,ballak
6321514.63899906,1870676.23468181,908,MTS_11457,MTS,11457,Jackson Dr & Twin Lake Dr,32.79703305,-117.03149995,11457,0,,2,F-W/B,
6321401.6402093,1850958.23704439,909,MTS_11458,MTS,11458,Broadway & Main St (Lemon Grove Depot),32.74283905,-117.0313868,11458,0,,1,F-W/B,brotro
6321679.63965331,1857965.23615372,910,MTS_11459,MTS,11459,University Av & Maple Av,32.76210235,-117.03065335,11459,0,,1,F-W/B,
6322427.63914156,1870156.23440948,911,MTS_11460,MTS,11460,Jackson Dr & Cowles Mountain Bl,32.79562268,-117.0285164,11460,0,,1,N-W/B,
6322599.63945372,1859742.23588055,912,MTS_11461,MTS,11461,La Mesa Bl & Culowee St,32.76700504,-117.02770395,11461,0,,1,F-N/B,
6322572.64016388,1850970.23702039,913,MTS_11463,MTS,11463,Broadway & Grove St,32.74289609,-117.02757897,11463,0,,1,F-W/B,
6322812.63935581,1858840.23604414,914,MTS_11464,MTS,11464,University Av & La Mesa Bl,32.76453041,-117.02698922,11464,0,,1,F-W/B,
6322770.64075214,1834362.23906848,915,MTS_11465,MTS,11465,Paradise Valley Rd & Meadowbrook Dr,32.69725583,-117.02653282,11465,0,,1,M-Street-W/B,parmea
