LONG,LAT,Region,Program,Address,Phone,Website,Description,Taking New Referrals,Population,Services,Language,FID,x,y
-116.8548,32.7301,East,CRF CROSSROADS MHSA FSP,"14567 Lyons Valley Road, Jamul, CA 91935",1619441190,www.crfbehavioralhealthcare.org,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",239,-13008211.4434297,3859534.14127207
-117.1302,32.72113,South,CRF MARIA SARDINAS WELL & REC,"1465 30TH ST STE K, SAN DIEGO, CA 92154",6194281000,,"The Maria Sardiñas Wellness Recovery Center is located in South San Diego/Nestor and serves individuals ages 18 and older who reside in the South region area and who have serious mental illness and co-occurring substance use conditions. The program provides community-based, recovery-oriented, specialty behavioral health services that are integrated, strength-based, culturally competent, and trauma informed.",Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Tagalog, Spanish, Russian, Korean",240,-13038877.9791778,3858346.40986985
-117.1302,32.72113,South,CRF MARIA SARDINAS WELL & REC FSP,"1465 30TH ST STE K, SAN DIEGO, CA 92154",6194281000,,"South Region - Outpatient mental health clinic providing outpatient mental health treatment, rehabilitation, recovery, urgent walk-in services, peer support, case management brokerage and linkage services, supported employment services, senior outreach, and strengths-based case management (SBCM) services to adults 18+ with serious mental illness (SMI), including those who may have a co-occurring substance use disorder. Includes TAY population and Probation-funded AB 109.",Yes,,"Day Rehabilitation,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Tagalog, Spanish, Russian, Korean",241,-13038877.9791778,3858346.40986985
-116.9287,32.81121,East,CRF CROSSROADS MHSA FSP,"1495 Greenfield Dr, El Cajon, CA 92020",1619441190,www.crfbehavioralhealthcare.org,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",242,-13016440.3141748,3870272.05917823
-116.9287,32.81121,East,CRF CROSSROAD FAM THERAPY FSP,"1495 Greenfield Dr, El Cajon, CA 92021",1619441190,,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",243,-13016440.3141748,3870272.05917823
-116.9287,32.81121,East,CRF CROSSROADS MHSA FSP,"1495 Greenfield Dr, El Cajon, CA 92021",1619441190,www.crfbehavioralhealthcare.org,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","Hebrew, English, Arabic",244,-13016440.3141748,3870272.05917823
-116.9287,32.81121,East,CRF HEARTLAND CTR (A/OA) MHSA,"1495 Greenfield Dr, El Cajon, CA 92021",6194405133,,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",245,-13016440.3141748,3870272.05917823
-116.9287,32.81121,East,CRF CROSSROADS MHSA FSP,"1495 Greenfield Drive, El Cajon, CA 92021",1619441190,www.crfbehavioralhealthcare.org,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",246,-13016440.3141748,3870272.05917823
-116.9588,32.79415,East,Fee-For-Service,"151 Claydelle Ave, El Cajon, CA 92020",(619)722-0014,,,,"Adults 23-59
Older Adults 60+","Group Therapy
Individual Therapy
Neuropsych. Testing
Psychological Testing",English,247,-13019792.5025153,3868012.25323362
-117.0979,32.70554,"Central, North Central",YMCA TIDES FSP MHSA,"151 YMCA way, San Diego, CA 92102",619-914-2391,yfs.ymca.org,"County funded FSP Program that offers support to youth and their families by providing a variety of counseling services. Works with students ages 5-21, and their families, who are struggling with emotional or behavioral problems at school, home or in community. Provides individual counseling, family counseling, group counseling, crisis intervention, medication evaluation, medication monitoring, case management. Provides services at designated school sites & community clinic.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25),
Adult (18+)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,248,-13035281.1923468,3856283.6858144
-116.8716,33.02576,"East, North Inland",VH ESCONDIDO FSP MHSA,"1521 Hanson Ln, Ramona, CA 92065",760-489-4126,,"Learning Assistance Center (LAC) is one of the most experienced school-based mental health providers in Southern California. Founded in 1999, the program is contracted with the County of San Diego to provide mental health treatment and services to designated school districts. LAC’s “clinic without walls” brings clinical care to students while at school, in the home or in the community. Services address a range of behavioral health issues for children and teens ages 3 through 18.",Yes,All Ages,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,249,-13010087.547824,3898724.26478726
-116.8716,33.02576,North Inland,VH ESCONDIDO FSP MHSA,"1521 Hanson Ln, Ramona, CA 92065",760-489-4126,,"Outpatient specialty mental health services, individual/group/family therapy, rehabilitation, crisis intervention, case management and enhanced services.",Yes,"Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,250,-13010087.547824,3898724.26478726
-116.8716,33.02576,"East, North Inland",VH NORTH INLAND FSP MHSA,"1521 Hanson LN, Ramona, CA 92065",760-788-9724,,"Learning Assistance Center (LAC) is one of the most experienced school-based mental health providers in Southern California. Founded in 1999, the program is contracted with the County of San Diego to provide mental health treatment and services to designated school districts. LAC’s “clinic without walls” brings clinical care to students while at school, in the home or in the community. Services address a range of behavioral health issues for children and teens ages 3 through 18.",Yes,All Ages,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,251,-13010087.547824,3898724.26478726
-117.1971,33.14486,North Inland,NA N CNTY OP SCHOOL BASED SVCS,"1529 GRAND AVE STE A, SAN MARCOS, CA 92078",6195430293,,"Full Service Partnership (FSP) level of Community, Clinic and School-Based outpatient mental health services. Program provides full range of Title 9 outpatient diagnostic and treatment including; crisis intervention, individual therapy, family therapy, group therapy, case management, and psychiatric services including medication management.",Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",252,-13046316.1513302,3914546.92988511
-117.1311,32.72192,Central,Pathfinders Dale House 3.1,"1530 Dale St, San Diego, CA 92102",6199155710,,,Yes,Adults 18+,Residential 3.1,"English, Cambodian, Armenian, American Sign Language, Arabic",253,-13038979.8952155,3858450.89313118
-117.0795,32.9943,North Inland,Fee-For-Service,"15373 Innovation Dr STE 390, San Diego, CA 92128",(858)673-3360,,,,"Transitional Youth 18-22
Adults 23-59
Older Adults 60+","ECT (MD Only Including Consult)
Inpatient Treatment","English, French",254,-13033226.7348865,3894547.51995803
-117.1775,32.75897,North Central,Fee-For-Service,"1545 Hotel Cir S Ste 250, San Diego, CA 92108",(619)922-6059,,,,"Adults 23-59
Older Adults 60+","Individual Therapy
Outpatient Treatment",English,255,-13044138.5453244,3863354.57130041
-117.0237,32.99682,Countywide,NA CASS OP MHSA,"15500 Espola Rd, Poway, CA 92064",619-955-8905,,"Serve children and youth, referred by San Diego County Child Welfare Services, at risk of change of placement and may be living with relatives, extended family members, or resource families",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",256,-13027016.6509885,3894881.68573265
-117.1946,33.15088,North Inland,Acadia Capalina NTP,"1560 Capalina Rd, San Marcos, CA 92069",7607442104,,,Yes,,Opioid Treatment Program,"Vietnamese, English, Spanish",257,-13046045.22453,3915347.7812883
-117.0578,32.99712,North Inland,Fee-For-Service,"15611 Pomerado Rd, Poway, CA 92064",(760)739-2922,,,,"Transitional Youth 18-22
Adults 23-59
Older Adults 60+","Inpatient Treatment
Medication Evaluation & Management
Outpatient Treatment",English,258,-13030816.4205946,3894922.19132292
-117.058,32.99717,North Inland,Fee-For-Service,"15644 Pomerado Rd Ste 200, San Diego, CA 92064",(317)225-0489,,,,"Transitional Youth 18-22
Adults 23-59
Older Adults 60+","Critical Incident Stress Debriefing
Family Therapy
Group Therapy
Individual Therapy
Neuropsych. Testing
Outpatient Treatment
Psychological Testing",English,259,-13030839.3517031,3894928.26717354
-116.9244,32.79654,East,CRF CROSSROAD FAM THERAPY FSP,"1570 Melody Lane, El Cajon, CA 92019",1619441190,,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",260,-13015965.5552991,3868328.48881781
-116.9244,32.79654,East,CRF CROSSROAD FAM THERAPY FSP,"1570 Melody Ln, El Cajon, CA 92019",1619441190,,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Arabic",261,-13015965.5552991,3868328.48881781
-116.9244,32.79654,East,CRF CROSSROADS MHSA FSP,"1570 Melody Ln, El Cajon, CA 92019",1619441190,www.crfbehavioralhealthcare.org,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","Hebrew, English, Spanish",262,-13015965.5552991,3868328.48881781
-116.9244,32.79654,East,CRF HEARTLAND CTR (A/OA) MHSA,"1570 Melody Ln, El Cajon, CA 92019",6194405133,,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",263,-13015965.5552991,3868328.48881781
-116.9244,32.79654,East,CRF CROSSROADS MHSA FSP,"1570 Melody Ln, el cajon, CA 92020",1619441190,www.crfbehavioralhealthcare.org,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,264,-13015965.5552991,3868328.48881781
-117.1717,32.69739,South,Fee-For-Service,"158 C Ave, Coronado, CA 92118",(619)435-5400,,,,"Adults 23-59
Older Adults 60+","Individual Therapy
Outpatient Treatment",English,265,-13043492.2277852,3855205.78210388
-117.1717,32.69739,South,Fee-For-Service,"158 C Avenue, Coronado, CA 92118",(619)435-5400,,,,"Adolescents 13-17
Transitional Youth 18-22
Adults 23-59
Older Adults 60+",Medication Evaluation & Management,English,266,-13043492.2277852,3855205.78210388
-117.1589,33.17974,North Inland,NA NC OP SCHOOL BASED FSP MHSA,"158 Cassou Rd, San Marcos, CA 92069",760-798-0299,,"Full Service Partnership (FSP) level of Community, Clinic and School-Based outpatient mental health services. Program provides full range of Title 9 outpatient diagnostic and treatment including; crisis intervention, individual therapy, family therapy, group therapy, case management, and psychiatric services including medication management.",Yes,Children (6-18),"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,267,-13042068.8004585,3919185.93647985
-116.9236,32.80843,East,Fee-For-Service,"1580 Broadway, El Cajon, CA 92021",(619)722-0014,,,,"Adults 23-59
Older Adults 60+","Group Therapy
Inpatient Treatment
Neuropsych. Testing
Psychological Testing",English,268,-13015875.5294658,3869903.2259936
-116.9797,32.81686,Countywide,VH MERIT,"1600 N CUYAMACA ST, EL CAJON, CA 92020",6199560615,,Operate certified outpatient behavioral health program and provide a full range of Title 9 diagnosis and treatment,Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish, Tagalog",269,-13022117.0374755,3871020.37132841
-117.247,33.16457,North Coastal,NCL TRC Rancho Buena Vista HS IOS,"1601 Longhorn Drive, Vista, CA 92081",7608426280,www.nclifeline.org,,Yes,,Intensive Outpatient Treatment,"English, Spanish",270,-13051873.1232866,3917168.28712521
-117.247,33.16457,North Coastal,NCL TRC Rancho Buena Vista HS OS,"1601 Longhorn Drive, Vista, CA 92081",7608426280,www.nclifeline.org,,Yes,,Outpatient Treatment,"English, Spanish",271,-13051873.1232866,3917168.28712521
-117.0703,33.12664,North Inland,MTS Escondido NTP,"161 N Date St, Escondido, CA 92025",7607457786,www.sandiegoctcs.com,,Yes,,Opioid Treatment Program,"English, Cambodian, Spanish, Armenian, Vietnamese, Arabic",272,-13032210.1224104,3912125.9439973
-117.2058,33.13121,North Inland,NA NC OP SCHOOL BASED FSP MHSA,"1615 W San Marcos Blvd, San Marcos, CA 92078",760-798-0299,,"Full Service Partnership (FSP) level of Community, Clinic and School-Based outpatient mental health services. Program provides full range of Title 9 outpatient diagnostic and treatment including; crisis intervention, individual therapy, family therapy, group therapy, case management, and psychiatric services including medication management.",Yes,Children (6-18),"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",273,-13047292.8466916,3912733.42529751
-117.2058,33.13121,Countywide,NA NC OP SCHOOL BASED FSP MHSA,"1615 W. San Marcos Blvd, San Marcos, CA 92078",760-798-0299,,"The Emergency Screening Unit (ESU) is open 24 hours a day, seven days a week to provide psychiatric crisis stabilization for children and adolescents under age 18 who are experiencing a mental health emergency.",Yes,All Ages,"Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Crisis Stabilization,
Intensive Care Coordination,
Medication Support Services",English,274,-13047292.8466916,3912733.42529751
-117.1501,32.70277,Countywide,CRF MAST FAMILY THERAPY FSP,"1625 Newton Ave, San Diego, CA 92113",6193983261,http://www.comresearch.org,"Mental Health assessment and treatment services for students  and their  families at the Momentum Learning School sites, home,  and office/clinic location.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,275,-13041090.4064965,3855917.30862474
-117.1501,32.70277,Countywide,CRF MAST MHSA FSP,"1625 Newton Ave, San Diego, CA 92113",619-398-3261,http://www.crfbehavioralhealthcare.org,"Mental Health assessment and treatment services for students  and their  families at the Momentum Learning School sites, home,  and office/clinic location.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",276,-13041090.4064965,3855917.30862474
-117.1501,32.70277,Countywide,CRF MAST MHSA FSP,"1625 Newton Avenue, San Diego, CA 92113",619-398-3261,http://www.crfbehavioralhealthcare.org,"Mental Health assessment and treatment services for students  and their  families at the Momentum Learning School sites, home,  and office/clinic location.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish, Farsi",277,-13041090.4064965,3855917.30862474
-116.4859,32.64386,East,CRF CROSSROADS MHSA FSP,"1654 Buckman Spring Rd, Campo, CA 91906",1619441190,www.crfbehavioralhealthcare.org,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",278,-12967149.471835,3848127.67064209
-116.4859,32.64386,East,CRF CROSSROAD FAM THERAPY FSP,"1654 Buckman Springs Rd, Campo, CA 91906",1619441190,,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",279,-12967149.471835,3848127.67064209
-116.4859,32.64386,East,CRF CROSSROADS MHSA FSP,"1654 Buckman Springs Rd, Campo, CA 91906",1619441190,www.crfbehavioralhealthcare.org,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","Hebrew, English, Spanish, Arabic",280,-12967149.471835,3848127.67064209
-116.4859,32.64386,East,SDCC EAST OP LA MESA FSP MHSA,"1654 Buckman Springs Rd, Campo, CA 91906",6196686200,centerforchildren.org,"Outpatient specialty mental health services, individual/group/family therapy, rehabilitation, crisis intervention, case management and enhanced services.",Yes,"Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",281,-12967149.471835,3848127.67064209
-116.4859,32.64386,East,CRF CROSSROAD FAM THERAPY FSP,"1654 Buckman Springs Road, Campo, CA 91906",1619441190,,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",282,-12967149.471835,3848127.67064209
-117.1791,32.75965,Countywide,TELECARE ASST OP TRMT PROGRAM,"1660 HOTEL CIRCLE N, STE 314, SAN DIEGO, CA 92108",6194813840,,Provide services for persons 18+ through: Short-term intensive Transition Team to serve people who are or have recently been hospitalized.,Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",283,-13044321.9941923,3863444.9598831
-117.1791,32.75965,Central,TELECARE CARE FSP MHSA,"1660 HOTEL CIRCLE N, STE 314, SAN DIEGO, CA 92108",6197590077,telecarecorp.com,"FSP programs are California-specific community-based programs. FSPs are consumer-driven and highly collaborative programs that provide an array of wraparound services to individuals with complex needs, supporting people in addressing mental health symptoms and conditions, while building natural recovery supports and resources.",Yes,Adults 21+,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",284,-13044321.9941923,3863444.9598831
-116.9184,32.80774,Central,CRF HALCYON CENTER,"1664 BROADWAY ST, EL CAJON, CA 92021",6195791969,,"Halcyon Crisis Center, located in El Cajon is a Short-Term Acute Residential Treatment (START) crisis residential program that provides a voluntary, short-term alternative to psychiatric hospitalization in a home-like setting.",Yes,All Ages,"Crisis Residential Treatment Services,
Mental Health Services,
Medication Support Services","English, Farsi, Spanish, Russian",285,-13015301.4024534,3869812.2826009
-117.0595,32.5662,Countywide,CRF MAST MHSA FSP,"1665 Precision Park Lane A through C, San Ysidro, CA 92173",619-398-3261,http://www.crfbehavioralhealthcare.org,"Mental Health assessment and treatment services for students  and their  families at the Momentum Learning School sites, home,  and office/clinic location.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish, Farsi",286,-13031000.7187628,3837864.84816697
-117.0595,32.5662,Central,NCL CCC CENTRAL FSP MHSA,"1665 Precision Park Lane A through C, San Ysidro, CA 92173",760-842-6202,nclifeline.org,"Connections Community Counseling is a mental health program for youth, up to age 21, who are homeless, runaway, or residing in inadequate or non-permanent living situations (couch surfing, transitional housing, multifamily living, threatened placement, etc.).",Yes,All Ages,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",287,-13031000.7187628,3837864.84816697
-117.0597,32.56587,South,SYHC BHG YES,"1666 PRECISION PARK LN, SAN YSIDRO, CA 92173",6194281330,syhc.org,School-Based Behavioral Health Group Youth Enhancement Svcs (YES) (AD Counselors) - (FSP),Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",288,-13031030.4442738,3837821.01118677
-116.9193,32.8112,East,Fee-For-Service,"1679 E Main St Ste 205, El Cajon, CA 92021",(619)579-8745,,,,"Transitional Youth 18-22
Adults 23-59
Older Adults 60+","Inpatient Treatment
Medication Evaluation & Management
Outpatient Treatment",English,289,-13015394.8254879,3870271.04866057
-116.9193,32.8112,East,Fee-For-Service,"1679 E Main St Ste 205, El Cajon, CA 92021",(619)442-4000,,,,"Adults 23-59
Older Adults 60+","Individual Therapy
Medication Evaluation & Management
Outpatient Treatment",English,290,-13015394.8254879,3870271.04866057
-117.0841,32.56797,South,MITE STRC Southwest HS IOS,"1685 Hollister Street, San Diego, CA 92154",6196911045,,,Yes,,Intensive Outpatient Treatment,"English, Spanish",291,-13033738.8629761,3838098.14424962
-117.0841,32.56797,South,MITE STRC Southwest HS OS,"1685 Hollister Street, San Diego, CA 92154",6196911045,,,Yes,,Outpatient Treatment,"English, Spanish",292,-13033738.8629761,3838098.14424962
-117.0841,32.56797,South,MITE STRC Sweetwater HS IOS,"1685 Hollister Street, San Diego, CA 92154",6196911045,,,Yes,,Intensive Outpatient Treatment,"English, Spanish",293,-13033738.8629761,3838098.14424962
-117.0816,33.02219,North Inland,Fee-For-Service,"16935 W Bernardo Dr Ste 105, San Diego, CA 92127",(858)617-8617,,,,"Children 6-12
Adolescents 13-17
Transitional Youth 18-22
Adults 23-59","Family Therapy
Individual Therapy
Outpatient Treatment",English,294,-13033465.3882749,3898250.20422691
-117.2023,33.01893,North Coastal,Fee-For-Service,"16950 Via de Santa Fe Ste 5060-118, Rancho Santa Fe, CA 92091",(760)504-9375,,,,"Adolescents 13-17
Transitional Youth 18-22
Adults 23-59","Family Therapy
Group Therapy
Home Visits
Individual Therapy
Inpatient Treatment
Outpatient Treatment",English,295,-13046898.7713458,3897816.67847272
